resource_state,athlete,name,distance,moving_time,elapsed_time,total_elevation_gain,type,sport_type,workout_type,device_name,id,start_date,start_date_local,timezone,utc_offset,location_city,location_state,location_country,achievement_count,kudos_count,comment_count,athlete_count,photo_count,map,trainer,commute,manual,private,visibility,flagged,gear_id,start_latlng,end_latlng,average_speed,max_speed,average_cadence,has_heartrate,average_heartrate,max_heartrate,heartrate_opt_out,display_hide_heartrate_option,elev_high,elev_low,upload_id,upload_id_str,external_id,from_accepted_tag,pr_count,total_photo_count,has_kudoed
2,"{'id': 57928978, 'resource_state': 1}",Morning Run,3223.1,1026,1165,5.8,Run,Run,,Garmin Forerunner 55,17720167933,2026-03-14T14:17:53Z,2026-03-14T10:17:53Z,(GMT-05:00) America/Detroit,-14400.0,,,,0,7,0,1,0,"{'id': 'a17720167933', 'summary_polyline': '{lp`GjdkiOOe@SKWHsAHYIEe@@oCEO]M_@a@EA[n@a@`@k@HsAp@m@^YGYY_@TMP?JDh@Aj@Bn@RnB@|@Hf@XNZCBDBNDfAAv@?`BGz@Aj@BvE?LNn@Tf@@VALIZGDEJEd@Et@FtBCZKJc@YaD_Cq@_@eA_Ac@Sq@c@k@a@K_@Cu@Ds@Hq@?OM}A?{@BYAwFC_DBcEDQr@IbBGt@@`@A`BUJ@FFFJHb@A^FdDBx@Hp@TP^CXKpAIh@?TJRTVA\\QHDLLFTEzDEn@', 'resource_state': 2}",False,False,False,False,everyone,False,,"[42.194325, -85.589219]","[42.198366, -85.591821]",3.141,4.01,81.9,True,148.8,158.0,False,True,267.8,261.8,18818788822,18818788822,garmin_ping_546132664451,False,0,0,False
2,"{'id': 57928978, 'resource_state': 1}",tempo,8053.6,2121,2126,18.7,Run,Run,0,Garmin Forerunner 55,17720153943,2026-03-14T13:40:54Z,2026-03-14T09:40:54Z,(GMT-05:00) America/Detroit,-14400.0,,,,0,16,0,1,0,"{'id': 'a17720153943', 'summary_polyline': 'gfp`GttkiObBBbAEhAB|ACbB?nBGjABdCEdC@`BF|D@xAEv@@z@Ix@@z@DlAA~@EjFHdE?XDDLFp@@n@?vHD~@@~C@n@Lp@BXLf@hCdCHb@C~B@HN^f@F|@FX^F`CAvBCFIB}APAD@l@Hf@Rd@Cb@Or@GnASd@i@Lg@?yBCiB@kBCoB@e@F}@VmCGsBJkGE_ABiCCg@Bu@Jc@Bq@Ce@Ok@[mCmBeDkC_B_Am@a@kA_AoBoA_D_CaAo@oAcAw@]{@q@uAy@wAcA_Am@s@o@e@Y_E{CaBaAk@g@i@Wm@_@m@e@Ui@As@NiBAw@COEcBFQLEd@?lAEf@@dBHf@?`AA`A@fACnDA~H@`ABv@Ct@@lGCjE@vBEbB@jECrDIxBBxAANAhB@p@D`ABp@GrBChEDn@B`AAt@DDFBd@LvJ?bCADKHE?_AGiBCOKCGGo@EwAQ_AI_ADq@XaADk@BmAGo@SCiBJsBDgDB_BGaCBqAEm@@w@AeCDu@A', 'resource_state': 2}",False,False,False,False,everyone,False,,"[42.198443, -85.58943]","[42.193976, -85.589451]",3.797,4.475,84.0,True,168.2,179.0,False,True,268.3,261.3,18818774657,18818774657,garmin_ping_546132262093,False,0,0,False
2,"{'id': 57928978, 'resource_state': 1}",Morning Run,3223.3,1033,1336,9.3,Run,Run,,Garmin Forerunner 55,17720153954,2026-03-14T13:18:19Z,2026-03-14T09:18:19Z,(GMT-05:00) America/Detroit,-14400.0,,,,0,7,0,1,0,"{'id': 'a17720153954', 'summary_polyline': 'kdq`GrukiO{@Cy@@q@DYDH~ALx@Al@Kz@@x@Hj@tAv@p@XnAdArBtAt@p@pF`EbEhCv@l@^RPFx@r@d@^rAx@hA|@`C`BNHfAz@\\@ZQVk@Di@GuB?{@C]?wCGc@@cCAw@BcC@sICgHKKwCNs@?mCF', 'resource_state': 2}",False,False,False,False,everyone,False,,"[42.198401, -85.59157]","[42.198513, -85.589468]",3.12,3.9,80.6,True,144.9,158.0,False,True,267.2,262.5,18818774634,18818774634,garmin_ping_546132259905,False,0,0,False
2,"{'id': 57928978, 'resource_state': 1}",50 mph wind gusts???,9672.1,2870,2957,28.6,Run,Run,,Garmin Forerunner 55,17710417590,2026-03-13T16:53:31Z,2026-03-13T12:53:31Z,(GMT-05:00) America/Detroit,-14400.0,,,,0,19,0,2,0,"{'id': 'a17710417590', 'summary_polyline': 'sip`G~yliO|AbArAfA|B|AdAl@n@b@lAn@z@f@|AvADJ`@^lAp@tA|@b@Pd@Fh@Ax@Of@C~FB`BAr@Dp@EnABrDGj@Gj@Sd@An@Dn@ArABtFCb@@t@CrAIXN@r@Hl@H`@HD~@Ad@CTBv@d@HLRj@HHt@j@Ld@Dv@Vf@Zd@Pf@DTBt@Pr@PpALn@v@jBHf@SlBC`AIr@Sv@Cr@PNRh@JdAR|@x@xApAbBb@Xj@RhAf@nAv@tFlAxAPf@DfAb@b@Lr@HL?j@JrBx@XM^_@JEj@@`@Jv@Vl@^d@B^LZXb@LF?b@Wf@Qj@K`@E^FVRb@@hAa@d@Gn@Nh@^d@J~@Fb@Cr@I`@KxAw@`@Qj@SHEUPe@TKBe@VeA|@a@DiB@uAUm@_@g@Kc@Na@Re@LK@a@Ic@WE?q@Lq@R{@b@YQ_@]c@O_AEc@Wo@Sa@S[C]N]^YFEAs@M_@MaAa@qBe@m@Uc@We@Bm@CsAUg@Q{B]WOy@]USo@a@g@Ok@WY[[e@MGUUa@i@e@{@]mAEo@Mu@Uq@?e@b@kB@{AHq@Cm@]qAa@iA]wAIi@M{ASm@[a@WYO}AY]c@SMg@Yo@]OOOSKWAs@BQAMEQ[M}AISKC{@H_B?sAB]CaBFu@?{@CcC@c@Bg@Po@BaA?yADmG?uADiEC{ARmA?i@OiAs@uB}ASQ[_@iA{@mC_BqBaBoAw@sB}AqBqA', 'resource_state': 2}",False,False,False,False,everyone,False,,"[42.198804, -85.58996]","[42.198759, -85.589991]",3.37,4.167,82.0,True,153.7,168.0,False,True,269.2,263.1,18808967173,18808967173,garmin_ping_545800519319,False,0,0,False
2,"{'id': 57928978, 'resource_state': 1}",Lunch Run,11278.9,3311,3356,21.9,Run,Run,0,Garmin Forerunner 55,17698200653,2026-03-12T15:05:29Z,2026-03-12T11:05:29Z,(GMT-05:00) America/Detroit,-14400.0,,,,2,18,2,1,0,"{'id': 'a17698200653', 'summary_polyline': '_pn`GjnfiO{@KqASGIGM@c@VqD@u@CG{@_Ac@[uA_@MSMmBaBsCs@qAq@sAy@iBq@iB_A{Bm@mBSg@Qi@g@mAgAwCaAsDEgB@}@Cs@EyGBuBHw@N{@ToBLm@l@wCN_AlAiFl@gBn@_CZ}@^q@d@e@f@_@rAm@nDuA~Au@rBu@bDuAn@]|FyBzBiAvBy@`@K~BiAzAm@p@a@zCuAvBy@hCy@dB{@~@a@|Bu@dAk@`Bq@lAm@nAc@nAi@b@Uh@QhKqClCw@|@O|Bi@f@Et@BfBMbB@r@FdCf@~Ah@x@`@lAx@VLl@h@nBrAd@R`@\\^h@d@fA|@`BZdAv@pBp@lBJn@t@jGFv@PdIXrFPdGTbQBn@LlA^`CD~@B`EH~@XThABr@F~Bh@pAj@rCdAvAr@JHZp@Rt@`@jC~@nLEx@i@tAKp@G|@[bBO|BUtBW`BCxBc@zBAZd@vA\\|AHbAGz@StAMlAKj@EDw@f@Q`BIFaAR_Ah@g@R_@To@VkEzBqC~@o@JiADiAEy@@gAIaBUsA_@MIs@w@e@_@gDgEq@eBYaAw@{Cg@sDW{Ag@cEOoB]wBImBCmBOyEEo@Wk@SG{@@[G{A_@o@SaB}@g@Qw@IQ?oAJoAP{ANqAFcB@]H{AGyABiAMu@SkBu@y@Wg@Ig@BmAQqAYOKMUMi@[o@NAd@tAXZd@Nt@Ph@FNZBv@@hEQhFUrD?fGGt@YNg@Mq@A', 'resource_state': 2}",False,False,False,False,everyone,False,,"[42.181458, -85.563788]","[42.181455, -85.563178]",3.406,4.4,82.0,True,152.9,164.0,False,True,268.5,260.7,18796701585,18796701585,garmin_ping_545389187688,False,1,0,False
2,"{'id': 57928978, 'resource_state': 1}",20x1min1off,14502.6,4301,4875,39.1,Run,Run,0,Garmin Forerunner 55,17686572484,2026-03-11T14:52:36Z,2026-03-11T10:52:36Z,(GMT-05:00) America/Detroit,-14400.0,,,,0,15,0,1,0,"{'id': 'a17686572484', 'summary_polyline': '_ep`Gf}liOvGxEn@TH?BKEg@WmAIwFDeBGsB@o@CkDBuEAiD@{CCeABy@Ik@UHg@Fq@@uHA{BB}HGaBBw@AC@AJEt@DdFNvBNj@So@Ow@Oi@K}@Eq@?oCD{@CW?i@g@JyA?eBFgD?c@GEw@AeEBuGBk@[G_@A{CFQDCT@p@?xDD[Ew@?oCIk@CAa@?g@HsFBODSTqANwAGyCHaA[gAGmE@oBFgAEUB]G_@[a@a@cAKq@e@]a@OWaAwASo@Kw@[OKDI~@ORM?WG]F_@Ze@Ma@Sy@Yc@UuB}@_@Ic@Sa@]u@kA_@c@}Ak@OAk@HsBaA}@i@s@g@OWKe@QK@AQKg@OsAe@KIMc@IyA?WCUmAsCOSi@Y{@Ye@Ky@GuBDyC?i@De@AcCy@s@i@c@MkAMeAE_AF_@FkAFwB@iBC_BHaD?mAEu@Do@EgF?qBGaADc@GyAw@OAa@@QC_Bg@MGQWWe@Oc@Q}@Sk@GK][e@E}A?cAEg@QcAy@WIUCcA@aDq@aAm@i@Oc@[}@iAk@cAa@ScBIWIg@EOBa@R[?YWUi@CEIAIHO^QXg@ZM^FVZ`@Jr@ITi@T@?VINY@i@CS_@m@?GJSb@Yj@uAR?Nb@V^^@j@UZ?n@P~A@TNjAdBn@t@lAh@|@j@pAZl@L\\JxAAZHt@t@^Rb@DjABJBfABf@P^j@ZtAXz@BXV^Vv@C^c@@WCOCYaAt@|@l@BLDr@HlBAdBDn@EpBA|CE`BF`AC|A@jBC|@DzBI~@Ff@?~AGlBFRDhADvAVtAZf@Pv@^vBd@t@\\f@\\dBv@fDpBtB|@tA~@NBj@Ap@RfBx@PNH`@PXZV~@^v@h@jAh@z@C|@b@^L`@^v@hA\\^XLt@NtAl@tBt@t@^^JRMNQJE\\F\\CJe@Fg@FGB@XVJx@Rh@tArB~@x@pALh@j@\\Rn@EjAF|ACvBFjBAh@Br@TN@jCCd@Bd@Ez@B^AHAVSTOlAEjB?j@@xBEfBDx@Ch@JLJBJFpFEtC?rBDj@pJ?j@EHGrBC|EJvCEzBDfGADHF^bAAfBBHBBdFCxCBbDCdB?zF@hAHn@@r@C|GCbAQr@SRYGa@_@mE{C', 'resource_state': 2}",False,False,False,False,everyone,False,,"[42.198436, -85.591951]","[42.198407, -85.591743]",3.372,5.68,81.8,True,154.2,174.0,False,True,270.0,254.3,18785019227,18785019227,garmin_ping_545010301000,False,0,0,False
2,"{'id': 57928978, 'resource_state': 1}",Afternoon Walk,3230.0,2711,2711,5.0,Walk,Walk,Garmin Forerunner 55,17665461576,2026-03-09T21:17:19Z,2026-03-09T17:17:19Z,(GMT-05:00) America/Detroit,-14400.0,,,,0,2,0,1,0,"{'id': 'a17665461576', 'summary_polyline': 'wzs`GtnjiOQAUBQNu@Yo@a@a@O}A_AQGMQEYOa@k@[a@Ek@[i@QMOC_@@QIi@AOH_@AYc@gAIYYm@KO[Oy@Sg@UUE_BBqA?i@BiB?KC[BUFQEcAa@s@Qq@_@U_@aBMi@K[@_@DQJAFHFl@?r@B^Jv@F`A`@l@NzAn@n@FNFn@b@^NXPp@\\`@LZPTHZZr@b@ZLd@Z|@b@JLVF\\THBh@X\\MPHLBl@XVNvAZHz@FTTFHHRF~A|@h@Tv@f@DA', 'resource_state': 2}",False,False,False,False,everyone,False,,"[42.210351, -85.583314]","[42.210482, -85.582985]",1.191,3.286,52.4,True,81.1,122.0,False,True,259.1,256.2,18763807467,18763807467,garmin_ping_544330716524,False,0,0,False
2,"{'id': 57928978, 'resource_state': 1}",Morning Run,8062.2,2590,2765,23.3,Run,Run,0,Garmin Forerunner 55,17660413002,2026-03-09T14:00:24Z,2026-03-09T10:00:24Z,(GMT-05:00) America/Detroit,-14400.0,,,,0,11,0,1,0,"{'id': 'a17660413002', 'summary_polyline': 'qlj`GxkoiO]E]?o@Gg@AeC?i@CwAFg@Am@Ka@Ks@Ck@Bc@ZsA`@I@y@j@e@T{AJa@AoAQq@c@c@Ke@@o@`@a@JMEUS]IkAL]La@Vg@NQG]_@a@Yk@CgBi@YOg@GOBa@b@a@JiAUw@m@m@Oe@Au@Sa@[]M}AEg@I{Aa@m@Ig@Ag@Km@U]Qy@q@aAa@UMaBoB[c@Wg@[s@Sq@O_AMo@KYCe@`@cB?aANu@Ds@Ii@Mc@c@cAOg@Ek@[wAUcBo@mASo@O}@W[a@]Yw@c@i@a@IeAEU@[IS[Em@?m@IMa@S]EMOBgBPgAK]Q[E{@HSBC\\KfABBIM}CM}AOKkA@]KM]AQ@o@Jk@Ci@Oi@g@e@sAiBIm@Go@EKMo@OkAOKoC@g@ECES_FMaAb@sANiDBEHE|DC\\G`IFbA?xBInBB`ACd@DtA?b@Ff@@d@?nAB|@Cf@@l@JJ@xBAxABXEh@@hBCh@BNCL@h@CxBAtBNJGhAI|A@j@FbBK|AAh@ElBBr@Ef@@ZEl@?b@Fz@?\\Id@@fAEhA@b@Ej@Bd@A~@FzB@l@Dj@Cl@Dd@CrCDjBEh@Ff@?nBCZF@DDnBD`DJh@AdBEtBDt@At@', 'resource_state': 2}",False,False,False,False,everyone,False,,"[42.16263, -85.602585]","[42.163524, -85.602253]",3.113,4.583,79.8,True,140.5,156.0,False,True,269.2,261.7,18758751276,18758751276,garmin_ping_544203996015,False,0,0,False
2,"{'id': 57928978, 'resource_state': 1}",Morning Run,16119.1,4840,5212,153.5,Run,Run,0,Garmin Forerunner 55,17649492105,2026-03-08T13:05:57Z,2026-03-08T09:05:57Z,(GMT-05:00) America/Detroit,-14400.0,,,,5,16,0,3,0,"{'id': 'a17649492105', 'summary_polyline': 's_}`GjyniOBgDE}BBiCDcBEw@A}@D_BE]UUo@Mg@CkADyDCqB?g@Ue@s@K[M_AMoC?y@m@wGEsBHuCIaBQeBWsAWi@e@c@m@W{@Us@I{@@a@Qm@c@[i@_AkAi@Ke@?k@KqB?YI_CGmBWo@[{@i@[]c@aAY]c@Oc@Ey@Rc@NgAn@wA`@g@B{CDaDw@{Ak@eEeCkBcBe@MaAs@g@g@U[Y}@AOFo@Co@QW}@M]AmED{DEs@BwBGYHG`@JbD?fMB`AAvCCd@INw@HiB?e@HCBEX@bFOzAAlAKp@Cn@Bl@?dAHdCAxCBt@Ht@C`ABBVLrA~@jCpBTJhAr@dAbArAt@~AlAj@Zb@\\n@v@fAn@p@l@nAz@n@h@ZN^Xl@Xl@f@pAp@n@V|AlAfAn@bCjARRdB~@vAdA~A`AdA~@x@h@lBzAPZp@j@nA~@v@p@dAn@fCz@b@HtAf@t@^xA^|ALf@Pd@BVHxB@nDZtDd@b@NlBjAj@h@Z`@^p@^h@dA`AlCdBn@rABTC`@FVRZdAj@l@JbAVdDEzCJn@H|F@t@b@dDIlFB`BGhC?zADr@?~@Ib@FPCFI\\YdMGhFJhBCjDDb@I@o@Gw@PqBAw@BsDCw@BgA?}BNy@^e@f@Qx@?|AZ^CH]IgBBwAImCD{GGsBHiBG_DDsGGqBHsIA_@@s@?aCCqBIy@SQc@UkBmA[e@_@[qAS}@IQ@[TSFS?IECKAw@C_B@s@Aw@GSIKc@Q_@LUf@An@DlEBl@T`@ZJ`@Mf@{@`BGrAP^A^Kz@DxAGFUCo@AsDBy@BE\\MRC@E@gDGuBAEyCHyFD{HAm@BwEIaFF}@CK?c@YMg@Se@e@Oi@G}@?yAFkGCaFDoAG}B?aO@wBBuAAwBO}BEeHAu@DaAJu@@i@CQFEb@KTa@HsBo@iA?OEk@c@iBiBg@[_@Ei@AWDe@A^j@Rz@L~@HdBJ~@p@nDBD~@l@Xt@P`A\\p@\\ZnAt@L\\Fp@?nAEjBAvD@dCMvDFjBAvAB|@BhCAxB@x@Lf@Tf@LLz@hBJ^DTAr@Ml@S^WZgA|A@V\\V^`@Pn@NfAB~@M~AC~@QbBCt@CDCh@TB', 'resource_state': 2}",False,False,False,False,everyone,False,,"[42.261062, -85.612667]","[42.261026, -85.613343]",3.33,4.338,81.6,True,148.0,165.0,False,True,280.0,233.4,18747723612,18747723612,garmin_ping_543805855161,False,3,0,False
2,"{'id': 57928978, 'resource_state': 1}",Morning Run,10010.9,2861,3264,27.0,Run,Run,0,Garmin Forerunner 55,17637944788,2026-03-07T15:00:53Z,2026-03-07T10:00:53Z,(GMT-05:00) America/Detroit,-18000.0,,,,2,17,1,3,0,"{'id': 'a17637944788', 'summary_polyline': 'sfq`GbukiOsBPGD}@DaBAcBDqAIK@e@Hc@`@IJUt@I^QVa@MqAw@kAi@s@g@k@Os@Ie@Bg@CoAJg@AeCFeCAm@IeFDqDGkCB[`Bs@h@Y`BeA`CWbAKp@]r@_@Fc@GQI[@a@N[T]f@c@d@E@c@@c@SIKYm@[}@YM_@Ai@HKFCJAhCLd@|@nAF|@Qh@_@d@e@Ro@Di@Ne@Dm@?s@Ie@AGF@v@ERK?e@G}BIe@EkDEIDAFOlC[bCGV]^a@R}@Rq@B{@?aDDu@FYJU`@Gp@DfCFj@@v@EzEAPm@hA@hBC|A@rAXzAZ`ABTk@xACp@@r@FtBAPOn@C|@Ml@[p@Qn@Qr@Mp@[lCQ`BEdA?hFQ|@Y~@Db@`@d@Th@@nBC`BGfAEf@GVSJ}@FaBFq@AoBMqBCq@B_AGqBFs@EuBNqDLg@PMb@DpAG]E}@Ng@b@UpBC|AUdAEnBHvAMdADpAC~AHp@@jAJd@A`AK|@A^WDmDGqCIc@c@i@Mk@Fi@Ts@Hs@AwBH}BHkAf@uDVyAf@oBJQPk@FkAL_AKuB@sADOd@kA@MK[WqAKu@EiAD}ETa@Pi@?sBDqBGeCA_CRi@f@UlBWh@DpB?r@El@Kj@S^YHIRq@PwAPwCJSDCpCDrALvADTFA}@L?`@Od@Al@Fh@DVAfCo@b@_@Pe@BMAg@Si@e@o@Io@?mABu@LYb@Gr@@VV\\`AVb@`@PF@\\GZU^m@ZYf@Sv@Cb@FJ?ZWLk@Fm@Rk@~@{B^yBFKr@UJu@Pk@BAvD?n@B^FrDCrBC^DvB@`DGb@BnAIj@Bd@?d@Fb@NfEzBd@RRFVgA\\q@p@g@ZIRArABfACnB@JG`CGh@A~AB', 'resource_state': 2}",False,False,False,False,everyone,False,,"[42.198485, -85.591303]","[42.198367, -85.591536]",3.499,4.28,81.8,True,162.5,176.0,False,True,277.4,258.1,18736054310,18736054310,garmin_ping_543440231905,False,0,0,False
2,"{'id': 57928978, 'resource_state': 1}",Morning Run,6447.6,2063,2478,19.9,Run,Run,0,Garmin Forerunner 55,17625141157,2026-03-06T13:13:31Z,2026-03-06T08:13:31Z,(GMT-05:00) America/Indiana/Indianapolis,-18000.0,,,,0,10,0,2,0,"{'id': 'a17625141157', 'summary_polyline': 'kabzF~xmfOu@?aAMOGu@e@[E_@Hi@Da@R[TMRJlBKPg@CwAMI@c@JCX@p@Hv@lAnDXbAXvA^tCDh@Cp@Mz@a@xAWt@On@Gn@?dATxBBn@It@I^DHFDnAh@`@Td@PrAj@tBdAn@^hBr@h@`@lAp@~BfAfAl@rAf@|At@d@X`@ZHLlB`AtBz@b@VrAr@h@FXJ|CvAb@NDE@ISoDKyHByDEiB?_DIcCBsCEaD@_CO_F?kAEeDByFIcII{BCC]Ga@[cB{B_@WE?w@\\uCuCoCwB}AwAuFeDaKwF}@c@aC}@e@_@q@aAcBa@e@EyG{AdALd@L~Dv@|Ad@d@R\\d@h@b@rDxA`CvArIvEd@R`@V', 'resource_state': 2}",False,False,False,False,everyone,False,,"[41.137623, -85.106454]","[41.137282, -85.106369]",3.125,3.738,80.7,True,146.9,156.0,False,True,245.2,231.9,18723112218,18723112218,garmin_ping_543033763677,False,0,0,False
