resource_state,athlete,name,distance,moving_time,elapsed_time,total_elevation_gain,type,sport_type,workout_type,id,start_date,start_date_local,timezone,utc_offset,location_city,location_state,location_country,achievement_count,kudos_count,comment_count,athlete_count,photo_count,map,trainer,commute,manual,private,visibility,flagged,gear_id,start_latlng,end_latlng,average_speed,max_speed,has_heartrate,heartrate_opt_out,display_hide_heartrate_option,upload_id,external_id,from_accepted_tag,pr_count,total_photo_count,has_kudoed,,,,,,,,,
2,"{'id': 74399432, 'resource_state': 1}",Afternoon Run,13935.7,4023,4081,16.2,Run,Run,,Garmin Forerunner 55,15116197719,2025-07-13T18:11:17Z,2025-07-13T14:11:17Z,(GMT-05:00) America/New_York,-14400,,,,0,10,0,1,0,"{'id': 'a15116197719', 'summary_polyline': '}zruFda_bOFbADtAA`CDjBArCElBDhDGz@Wh@a@JcAFqBE[VC^Dr@AbAID{C@yAWq@WQOqB{@_@Ug@OkAk@kAk@m@c@q@We@[eAc@a@[e@Uo@SmBaAmE_Ag@Ey@Qm@AwA]{@Eu@@aAEeENe@H{ACwFFm@Am@D_DHu@GiBHmB?u@D}HMuDCo@EeA@k@NuC^cB^wBh@mFhBiAh@cAZu@NcAFk@@g@KyBSc@A}Ck@aFc@wDc@q@McCSkHcA]Km@?e@ICCCUW|@?JOrAYD_BKu@Bc@EIKEe@?q@GS@q@Ce@WS[CaAq@SUaBoBSi@W]a@Uo@s@aC{Ci@g@Yg@i@k@wAoBiBwB][a@Wc@Qw@Iq@?YOc@Ig@SqDyCgAgAe@k@c@]iAiAy@e@C@KV?^VnD?RGl@]x@g@l@u@b@c@PSBm@Ei@Oq@[mBqAa@[]w@GGeAAYCc@Qg@c@OBWZWRc@Bg@Gi@UMSQi@CQGu@?w@CO[_@e@IYWMc@QOSJ_@@Q]AsAEq@u@iAGs@EuA?cBCs@@gA?uCCo@EEmA[wAm@_Ac@gBiAcCmAi@IsACgABe@DoCB]F?EBGLCf@GhHCp@HtAl@nB`AfBp@zBlAx@TJNBNBp@BdIDzDh@v@JxBL`@ZHd@CRPTf@~@`@FJDRLhBLj@HZXTh@Pf@A`@S\\a@TD\\Vn@XbAA^TZt@~BvAbBl@d@Df@Mx@]v@s@Tm@Do@AaAEo@MeAD{@LYB?`EbDdBbBj@\\n@r@hA|@VNv@R\\P`@Dv@@b@Lx@j@|BrCfBpBfB~B^^^b@~AtB\\\\`@PNf@Xd@fClC`@Zf@AVXTFbDh@|@@f@Pr@CdCf@bD`@b@HLLP\\XDJH`@DTCfAa@`Ej@~Dd@`@@bC\\jCTlAPp@ApAIb@Kb@Up@SxBaAvAg@lGaBv@OhDc@xACp@FdD@l@FjD@BA`@FhA?~CEf@@z@IdBF`AAXCjEGt@@hBIv@?jAExHGn@BbBTp@V`C\\L?xBf@tAj@|H|DlB|@vC|A~CvA`AZXFv@BpACj@GHGHYDi@AoADKr@MlCI`@IB]@iAE_CIcAEwC@uFAcB@kA', 'resource_state': 2}",FALSE,FALSE,FALSE,FALSE,everyone,FALSE,"[40.406396, -84.37795]","[40.406445, -84.378067]",,3.464,4.314,78.5,FALSE,FALSE,FALSE,293.5,279.6,16140464299,16140464299,stripped_garmin_ping_459124082709,FALSE,0,0,FALSE,,,,
2,"{'id': 74399432, 'resource_state': 1}",Lunch Run,8098.3,2246,2511,15.7,Run,Run,,Garmin Forerunner 55,15116193862,2025-07-11T15:12:54Z,2025-07-11T11:12:54Z,(GMT-05:00) America/New_York,-14400,,,,0,2,0,1,0,"{'id': 'a15116193862', 'summary_polyline': 'yyguFzc}aOMh@MRM`@E@Gr@UP}@DEHN|C?nBQxBEhASnBQrCMv@i@~A}@|Cr@f@\\LZVt@Vj@XHj@RFTTTFXONLXFVCtABxAIn@Ar@@hBI\\B~@Ed@@~BEdC@hBCNE@KAK?VDLJ@f@?xAGdDCt@EdBFdA?r@Er@Iz@Sb@AdFo@p@O|BYd@K`@_@@eDGuEAyG?ODKJIn@Eh@@pACd@J~JA|ACnA@zB?P@\\HF\\AlIHdCMj@YJiARsCbAgARk@`@a@FIDQ`@@j@JlELhAv@|B\\nALX\\d@JHd@Nj@DjCEh@Hd@?~DGb@PDL@RW`GChAM~CAz@S`F[rKQbECpCK~@KdEIl@MBwBAqAFyFEg@BwDAoADe@A}@HcDFqF@oBEq@D{F@e@@_@Fu@Vg@Vc@P}@Xa@JYDoCAgAEw@@e@CmE@sAE{LAOGKQGa@CiGGc@BoA?qCCs@@eAAYAwIKuFWgD]}By@}EGWe@}DEw@Gs@WiFHcAEM^s@Pc@BgB?aCK_D?s@GaBImAIkDMeC?cBIaBB}@Aq@Eg@BUNUTQ', 'resource_state': 2}",FALSE,FALSE,FALSE,FALSE,everyone,FALSE,"[40.349896, -84.36814]","[40.349978, -84.368269]",,3.606,4.311,79.7,FALSE,FALSE,FALSE,294.3,286.2,16140460151,16140460151,stripped_garmin_ping_459124016666,FALSE,0,0,FALSE,,,,
2,"{'id': 74399432, 'resource_state': 1}",Morning Run,11307.9,3347,3350,6.8,Run,Run,,Garmin Forerunner 55,15082507972,2025-07-10T09:24:08Z,2025-07-10T05:24:08Z,(GMT-05:00) America/New_York,-14400,,,,0,8,0,1,0,"{'id': 'a15082507972', 'summary_polyline': '_xguFza}aOXC\\IjABj@QFGh@cBjG_Oh@eAx@mBRm@GYmAo@GGKc@?GHSb@]nAcBp@u@b@[d@OrAHXA^Kf@[^g@^Yf@Dv@@|AGZN@~ACbA@rEL`BRf@BdFD~BBDHBjCNNHBLBvBF~@D`A?bFDtA@DRNd@@hBEh@DLX?\\Bl@XRHXKlBGfB@NLRb@LnANxA?l@CjB@TRBxAI~DDlB@hDBlBIj@YN{B^}@F{@TiCZu@FyBXy@@yCFm@?cEDqCAqEHiBCe@@k@CoCF{@CaEFgCA_B]KE_BaAcB}@u@u@F_@|AwFF_@^iFJy@LsBB_A?qBWgGQaDAq@OwBGaCYmECy@@u@Aq@GcAGaCGm@Aq@G_A?q@K}@MiBGcCMuBOWMc@G{B]cGIw@]iHQaCCcAIw@@gAKyBCOIGK@YRc@`@[^eDtCk@`@g@b@kD`DmCzBuAbAuAr@e@Hu@Eo@I}@GQ@g@Ne@d@kA`By@r@q@Pe@VMLs@~@c@x@Uh@Kn@En@CV?|@O`@[^sBxAy@r@u@f@uBfBiAb@kCP@DFBB?TKf@IdAIt@YhCqBvCiC\\U^YLOVc@DMJsBHo@FUTe@jAiBb@c@tAw@Z]tAoB\\]^Sj@KrAHdAJb@ANEd@Ub@]|BqBt@i@bByAZ[~DmD^Yv@o@jAy@l@Sj@a@DATDLVFp@HzABdAFx@DvAXpEd@~KTnEFP\\Ft@DxDMb@BvDEdA@nEI`C?RGt@KLWBq@OuA^gAnAEtCCb@_@D@HTU|ABdCJ\\t@bAP?\\YRFBZWn@?LIn@aArAi@x@Oj@Bb@y@dAcAdBeAvBwBfFe@n@k@zAa@`A]Xw@bAyAdDiAnC[Xc@Ds@A}@M[F?FBHR?j@ODGCGIA_@L[b@IX@H', 'resource_state': 2}",FALSE,FALSE,FALSE,FALSE,everyone,FALSE,"[40.349603, -84.367812]","[40.349739, -84.368114]",,3.379,3.986,78.3,FALSE,FALSE,FALSE,293.3,289,16103436513,16103436513,stripped_garmin_ping_458069932087,FALSE,0,0,FALSE,,,,
2,"{'id': 74399432, 'resource_state': 1}",Afternoon Run,14558.5,3881,3949,8.5,Run,Run,,Garmin Forerunner 55,15064012637,2025-07-09T19:56:30Z,2025-07-09T15:56:30Z,(GMT-05:00) America/New_York,-14400,,,,1,12,0,1,0,"{'id': 'a15064012637', 'summary_polyline': 'uxguFhb}aOpAMfACN@FLE`@]z@wEjKAf@BxAHfANx@ZbEBp@EZFxBAlGWnAKFADBHADQj@?|ADZNPJj@Ar@H~@HfBPn@Hv@HZj@bEH~@j@tC@RLpALtE?xFE|CBx@?~BFv@Gt@Kt@CHY^]FiB@kAFe@H{@XcA`@i@HgADaEEoA@wJ?uBBeBC_H?iBCg@B}D@iCGqDBoFAyEDkB?yFOcBBwCA}@@g@C_BAqA@eAGkBAc@@_BA}B@qACeB?wBCaC@oAEeA?k@EYGm@S{@EwD?y@M]WGs@CkBF_HMy@CESOYAUDe@BeAJyBLwAD}ALi@@qCPyDHiBLkBFcCR{CLk@FaABg@AgDOi@?yCQcBGiBM_@Ec@O_@]M_B@w@A_@@q@CoAFeACs@AwACo@CuBBoDDq@@w@IsFB{@AeAEMPaBCw@Ei@BiAIuBDu@?}@ImF@kCGoC@s@AaHCyDE_D?kBHaCGmDByJBgACmEJmAJq@Ri@Xs@d@q@|@eAjBsAb@a@bBsALGjA_@p@ExA?|BGvAO~@Av@Ej@Kl@QpGcDtBg@~AMn@IlCMbB?t@Hr@TrAbArAfBhAlAf@p@vA`BzBzCnA~A^b@j@j@f@n@TThAxAr@t@pBfCf@h@|AfAv@`@f@Jf@BJAf@KRKbAm@p@g@t@a@|@Wr@OdDe@nAWd@Mh@_@rAuAj@c@XMf@KlCCbAGXElAAzCKf@E~BAtAKPGb@YlB_BrAcAnC_C\\k@Fo@DqAHo@\\cAvAmBVUb@WXM`@Yl@q@p@cAl@u@HIt@Sj@AtBTb@Bf@O`@]v@k@tAkAhAeAnC{BvBqBn@e@fAcA~AgAjAaAb@?Jb@\\nIp@xMLxDRpCFfCNxAZzE@t@PrATnEBnAJ`B?nBf@nJJfDR`D\\vIBB\\Ah@CJEZc@Vk@BQX{@z@sBPi@j@eAp@}AZa@\\[LQRi@d@u@Tg@Zm@`@I`AJ`@?r@@kABwARK?a@DUt@Yd@g@Tg@jAUVgBHaB@YRITBFHIBB', 'resource_state': 2}",FALSE,FALSE,FALSE,FALSE,everyone,FALSE,"[40.34971, -84.367888]","[40.349885, -84.36802]",,3.751,5.02,79.2,FALSE,FALSE,FALSE,293.7,287.7,16083093363,16083093363,stripped_garmin_ping_457484322898,FALSE,0,0,FALSE,,,,
2,"{'id': 74399432, 'resource_state': 1}",Afternoon Run,4923.3,1472,1478,5.3,Run,Run,,Garmin Forerunner 55,15051446968,2025-07-08T21:04:07Z,2025-07-08T17:04:07Z,(GMT-05:00) America/New_York,-14400,,,,1,9,0,1,0,"{'id': 'a15051446968', 'summary_polyline': 'ibruFn}_bOHAF@VNFTCFD`AED_@Jk@BSNCz@IH[DaBAoAImF@_EE}ABsD?e@GEM@kACu@He@VSvAC|ABRCDSGo@A}@@uHEgAJuBE{BBaBC}A@GZg@d@OhBBb@Eh@A`@GBIAmAFMFAvI@dDKpA?d@BzAA`ABd@In@A`@RD`@@|@JXLPN@nA?tAC|BBrC?L@NN@FARBh@A~@@RHBjBEzCCtADz@ARBJ`@?~@Dp@BFIx@Dn@Ep@B|@NXNJZ?tAEd@DJC`CMj@F|@@d@BNJ@FA~ADr@C\\J|@?b@It@GNWJe@Fu@Gy@@eA?c@CwB?ODi@?c@Hk@?c@CACoCHg@?g@Eg@@i@A{ABi@Fg@IkD?]BeAIwADOJF\\Bf@A^q@Xs@HUEe@?UB{ABy@Fk@Cs@Oi@@y@Jg@Le@?e@ECE@QNc@ZMzAGHC@I?sCG{DCAW@[J?`@DVb@DNRDr@J~@D|@J?GFM@@BB?BE', 'resource_state': 2}",FALSE,FALSE,FALSE,FALSE,everyone,FALSE,"[40.402456, -84.382478]","[40.402532, -84.382496]",,3.345,4.533,78.3,FALSE,FALSE,FALSE,295.3,290,16069535755,16069535755,stripped_garmin_ping_457113191513,FALSE,0,0,FALSE,,,,
2,"{'id': 74399432, 'resource_state': 1}",Afternoon Run,6471.5,1409,1424,2.6,Run,Run,,Garmin Forerunner 55,15051442573,2025-07-08T20:31:31Z,2025-07-08T16:31:31Z,(GMT-05:00) America/New_York,-14400,,,,1,12,0,1,0,"{'id': 'a15051442573', 'summary_polyline': 'gcruFn}_bO?DDB@N@VCVOx@@ZCd@MTE@a@?aAKe@?i@?kACy@ByAAk@@_ACwAD{ACeBGaC?eBJcA@o@CcAOw@UsDgBUOwBaAgBcA{BcAy@e@eAc@w@g@_@Mm@Wy@Uq@IaAQi@E]Kq@I[Ma@Gu@Uq@EeCBeADo@AYB_@@_@CiADy@Cs@FuAAoALeACaBLaAB{CC{BFyBAu@FmAIk@Cc@Gq@G_CD{BIk@?_AJqB\\e@Bc@Ho@Ty@N{Af@a@Lc@Fg@P_DnAuC~@m@Dk@AsAMYIe@GNFFAXHxB@rBUxDqAjBw@LIpAg@jCg@^M~AQh@CnAS`AEzBRjA?l@IZ?p@DjCFrBAv@DnAAfBK\\@jA?x@EhAAfADz@@n@Kd@@zBC|FOrEEZ@dAXdBLr@PnB^jANn@Rn@XRDd@ZRRt@\\t@h@n@\\LF`@F|@\\`@Zf@N^Vj@VzCfBXFPNh@R`AXt@N~@BjAAb@MTCf@FbA?hDEbBDv@Av@Ev@AfDH|A?h@DvA?FCFKAq@RoAFoA', 'resource_state': 2}",FALSE,FALSE,FALSE,FALSE,everyone,FALSE,"[40.402602, -84.382475]","[40.402583, -84.382367]",,4.593,6.529,83.4,FALSE,FALSE,FALSE,291.1,288.5,16069531260,16069531260,stripped_garmin_ping_457113163126,FALSE,0,0,FALSE,,,,
2,"{'id': 74399432, 'resource_state': 1}",Afternoon Run,3170.9,880,880,3.6,Run,Run,,Garmin Forerunner 55,15051442666,2025-07-08T20:11:38Z,2025-07-08T16:11:38Z,(GMT-05:00) America/New_York,-14400,,,,0,5,0,1,0,"{'id': 'a15051442666', 'summary_polyline': 'abruFl}_bOPF@BNh@DZFLLH`@HX@lDKfB@^MVy@Ce@Be@BCp@Gz@Bl@?^E~A@n@Bf@Ar@QvAMp@Hn@?b@EfD@TBvAC^Bf@HvAEd@@d@CZB|DEX@d@A^B`@?z@Iz@FtB@h@B`AGd@BFAJK@SEo@Km@@i@IcDQ?s@LgBBYC{DFi@Ew@?IACE[Fg@@s@AMCoCDcCAc@BqBCk@EqC@SBwACiA@OZJ|ABbB?lBGHQD_@GsC@}BGm@@m@Ae@DSbAMfBEBg@@g@CME{@AsCJs@IEAW[GWAcAJq@@o@CMCCC?EHCpA', 'resource_state': 2}",FALSE,FALSE,FALSE,FALSE,everyone,FALSE,"[40.402416, -84.382466]","[40.402342, -84.382334]",,3.603,4.367,78.3,FALSE,FALSE,FALSE,294.7,291,16069531387,16069531387,stripped_garmin_ping_457113125010,FALSE,0,0,FALSE,,,,
2,"{'id': 74399432, 'resource_state': 1}",Afternoon Run,4443.5,1224,1253,3.8,Run,Run,,Garmin Forerunner 55,15051442688,2025-07-07T21:53:23Z,2025-07-07T17:53:23Z,(GMT-05:00) America/New_York,-14400,,,,0,6,0,1,0,"{'id': 'a15051442688', 'summary_polyline': 'ozguF|b}aOPQVC\\Ah@@hBCNF@FAPeAdCkA~Cq@`BUd@[VsAHU[EuCOeCCkA_@oHI{BOuB?g@I}@E{@?cAYeIMqBIq@a@kJFk@XKv@DdF@hCGbA?bB?`BFtCEd@IHK?CMSIe@M]AMRwATg@@IE[Se@Es@Um@Ae@JONMp@[d@EDDBDJn@D~@Ez@Db@PFf@BHCD_ALq@Zq@LO`@YRGd@E|BX^LJHVl@TxBHjCHdAd@t@bAlAPZXhBH~LAhCBjA@bCLxE?jCBl@ExAYzAcA@SD{@Ce@FeAGwAHy@Ce@Hk@AMCkA?kBBu@DaBAiA@aAFe@?KG_@C_@VeCzFQj@Wj@g@hA[ZGc@Au@Es@?yAE]CaBHm@ZQf@AFA', 'resource_state': 2}",FALSE,FALSE,FALSE,FALSE,everyone,FALSE,"[40.350009, -84.367985]","[40.349754, -84.368026]",,3.63,5.071,78.4,FALSE,FALSE,FALSE,293.4,289.5,16069531355,16069531355,stripped_garmin_ping_457113091546,FALSE,0,0,FALSE,,,,
2,"{'id': 74399432, 'resource_state': 1}",Morning Run,8090.4,2431,2490,7.4,Run,Run,,Garmin Forerunner 55,15036283936,2025-07-07T09:32:54Z,2025-07-07T05:32:54Z,(GMT-05:00) America/New_York,-14400,,,,0,13,0,1,0,"{'id': 'a15036283936', 'summary_polyline': 'ewguFna}aOvBIRBDHEROb@qBlEeArCg@bA[Xg@D[@UCGSG_B_@uAGq@YiIS_DUkFNiAEw@B}@EwAYeGAq@OoAQ{EIaAEeAFa@XQl@E~AB|C?nEDz@EtDBdCEHISk@Ik@Es@Fe@Pq@@i@Qc@UmB?g@Pa@d@Sj@GJFNj@D|@Kn@?\\Rh@Fd@FDN?b@CxCCX[H?DJA^Kp@DvC@zBFb@DBb@@~AMn@_@l@e@n@YZf@Ff@B~BNd@Dp@DtEDv@BpFHdD@nBDJvCTDJD|AFfJLpBJTj@ElA?b@Hj@BFRCl@Fb@VPFXMpD?n@FRHDf@JfALzA@pBCb@@PFFJ?xEClCD`IKb@[LgCXq@NeAJyC^q@Lq@FOAMKIH_@F{BDKA{@@m@BmCA_BDiAAuDH_CAe@B{EA}HL}@?aAUmBsA}@c@IAe@S[W_@UGI@URq@RaAj@gBTaA^mGJY^IbBRZXTFrACH@HFBNNZpA@hBArB@x@APILi@G}D@iDPu@Vg@f@a@j@Wl@Ej@?`CAb@@d@C|@@v@CpCDv@Gd@I@YSmDSSg@AkAF}BBmBAo@@kBCQOCUMiCO_@[Gg@Ec@BuB@e@I[KU?WXa@bA]l@yAnDw@`BC?EG?Qv@cCCGq@AkBJ', 'resource_state': 2}",FALSE,FALSE,FALSE,FALSE,everyone,FALSE,"[40.349472, -84.367751]","[40.349623, -84.367791]",,3.328,4.733,78.1,FALSE,FALSE,FALSE,293.3,289,16052962922,16052962922,stripped_garmin_ping_456662271329,FALSE,0,0,FALSE,,,,
2,"{'id': 74399432, 'resource_state': 1}",Afternoon Run,11587.2,3240,3275,8.4,Run,Run,,Garmin Forerunner 55,15030359284,2025-07-06T21:49:33Z,2025-07-06T17:49:33Z,(GMT-05:00) America/New_York,-14400,,,,0,13,0,1,0,"{'id': 'a15030359284', 'summary_polyline': 'ayguFhc}aOJW`@Y~@GvAMZYVw@r@gBxB_Ff@qAhAmCbAuB`@cAj@gATi@n@kAXe@~D}Fv@_An@_Ab@a@|A{@LF^p@Np@@P?~BFfBJlI?`CJxG?xEDnAB~F@dAA`GJ|@BjEChBDpB?zD@`@CpCKz@K`CCD]B}@CkBDmAEs@Fe@@q@AkBDi@BiBE}ADaAAo@Cc@BaGHiBG[PYb@Mv@Ar@ZnCNnC`@~C\\nBNhAx@hFLhAJzBDdF?`FDtF?lAOjBURg@JoBBm@Fi@Jm@PuAh@k@Pm@FuDAkBG}BB_GCkB@qACsAB}DBwA?{@EsA@oBAyCDaB?aAEkCBcBCe@@u@CaG@{ACaBE_CByEEaBD{@?i@EmA?oCE}ECsE@aAE_B?w@AY@sAGsB@e@EoA_@qCQ}@AmA@]IK[Cu@?{GBsAIw@S_@a@Im@Fe@?_ALkI`@kBHeBLw@BSA?Ex@MZElNo@jBQdAS|DOpBO~C_@jBMp@Kd@CzASt@I|@CtAKzD@~CA^Cb@Oh@]LM\\s@Jm@F_AlAoIZ{AZu@d@o@`DcDj@o@`AcAhA}@^]^c@BMDkAXWvBcC|@y@Bk@BVBp@?jBF\\RNREx@[tGsCv@Wl@]b@Qh@OxCqAfAa@pCkAhA_@hBs@~Cs@bC_@fBQ^BlBA|B@d@DjBT`C^hDjA~@b@X?HQ?_CBg@Z_AJStBi@x@MJIF{AHm@DeCFs@BmAE_BJ[J}AlAEHGF]Dw@Jc@DB', 'resource_state': 2}",FALSE,FALSE,FALSE,FALSE,everyone,FALSE,"[40.349779, -84.368045]","[40.350049, -84.368272]",,3.576,4.067,78.3,FALSE,FALSE,FALSE,293.3,287.7,16046314456,16046314456,stripped_garmin_ping_456437450115,FALSE,0,0,FALSE,,,,
2,"{'id': 74399432, 'resource_state': 1}",Morning Run,13707.1,4112,4484,9.8,Run,Run,,Garmin Forerunner 55,15010410483,2025-07-04T12:52:58Z,2025-07-04T08:52:58Z,(GMT-05:00) America/New_York,-14400,,,,3,11,0,1,0,"{'id': 'a15010410483', 'summary_polyline': 'kokcEpqrkNt@\\FLKf@eAlCnAzA`A^z@`AXPr@`@^Fj@n@N`@`@f@\\fAp@Jn@E|@Vx@~@z@d@v@t@TDxAz@pBzAbBx@JPOjAg@ZU|@_@^c@Dq@Bc@MeBiBe@Uk@A]Hi@l@_@zA{@nBaBxAuAb@iC^a@N}@By@n@MX?TZnBB?i@gACYL{@h@q@b@Sh@K~CUjA[jAo@v@cANo@bAaDb@WnAW\\B^Lb@\\l@bAd@`@XBp@e@PAz@gATm@f@[TD^XlAf@vBdBx@`APd@\\d@Rf@d@tA\\bBZZJp@LTXLZxAEfBUd@e@NgA|@{Ah@sBtAgAh@yCzB}@fAgAv@uAl@g@JmA?c@LsAAeAXo@XcBhA_AZWRi@bBi@d@Et@i@lAcA|Ay@h@i@VgAF[NmB`@_AA}@b@y@?c@MaA?kAqAcEkGcAkAwDuFyBsDsB}Bq@eBc@g@eAmB{BoCc@iAuCuD{@qAc@}@s@w@gC{DSg@m@g@mA{As@uAuCcEsFkIWm@sC}De@y@Ma@mAmAu@uAi@k@eAiB]_@g@cAu@y@a@u@w@{@yAuBSa@Kg@I?nFrH\\t@bAnA^t@rBdCVh@nAdBRf@|G~J~ArCl@t@vEdHnBdCf@QJS@k@}@kCIk@cAwD@EQk@_@wBc@_AiB_CsAwBeAqAc@qACa@Do@TsAXu@h@s@b@OzA}@r@Uh@Ab@TvBzChA`C~@`AlEl@bAo@zDiBlBuAfB}AbBgCp@mAVCXH~CjBzAtAnAt@dBbBhAz@tAf@t@f@`Cn@`BdA\\d@d@\\TIR_@~@qCESg@YI[NJ?JUWTH@HWOn@r@P^e@t@}@xBGBe@I]]_Ai@eD_Bg@_@qA_@{@c@oA{@cA_Ao@[{CuCo@a@qAo@]]qCaBkBsAsBqBkA}A{@y@eBoBa@Qc@CwBj@K\\@l@Jl@xBbCb@^j@x@g@KgAeA?ES]m@e@w@eB?cA^k@VOrAc@p@?b@NtAdBb@\\|AxB\\Pb@f@LB`@l@rDnClAh@fA~@`A^tA~ANZr@p@xAz@|A`An@t@XPzAZdAn@NTx@b@zBn@jBjAPCDa@', 'resource_state': 2}",FALSE,FALSE,FALSE,FALSE,everyone,FALSE,"[32.176709, -80.709524]","[32.176803, -80.710492]",,3.333,5.071,77.8,FALSE,FALSE,FALSE,12.7,5.8,16024288015,16024288015,stripped_garmin_ping_455822449800,FALSE,2,0,FALSE,,,,
2,"{'id': 74399432, 'resource_state': 1}",Afternoon Run,9779.5,2995,3400,3.4,Run,Run,0,Garmin Forerunner 55,15000743701,2025-07-03T18:53:44Z,2025-07-03T14:53:44Z,(GMT-05:00) America/New_York,-14400,,,,1,4,0,1,0,"{'id': 'a15000743701', 'summary_polyline': 'imkcE~rrkN?FOv@Ud@Ul@Wb@Ad@TBFD\\b@r@RVX^Rj@f@TLZH\\NXTd@h@Vb@DJZb@Vb@LZJBjAOPPR^lJhFZ^p@f@DNXPh@Fp@j@TX\\\\f@PlAp@jAz@h@t@Rl@FD@JLVLZXb@z@bDl@zAXPd@jABXKj@EhASZm@Zk@f@k@\\a@Lm@^c@LiAx@sAp@u@n@sA`A]l@e@^a@PYTkBp@kEHc@D{@PYN_@\\_ClA[\\Sj@aAhB@^Ej@MJc@l@c@\\WTOZ_@XGHkAZ{@H_@Ry@Lc@NWBk@AaALDHRFChAR|@?dAKj@@HPX|@fAVb@Vj@t@|@pArBdAnAx@tAvAtB^t@`AnA|A~Bv@t@b@n@lA|ARXTf@T^d@f@`@l@n@r@`BfCv@t@Nf@?b@KZFd@\\^hBbCrC~Cd@t@^`@`Ap@Xl@b@j@pC~CpAfB\\n@h@n@`CvBdBtBn@pAZVz@fBNh@v@bAVl@Ph@b@`AX^Rd@hAzATd@\\~@t@jAh@bADTh@rAbApBn@fA~@vBz@vA\\\\^RnAzBFP@`@E^JNj@ZBJJJ^`A^n@`@h@Rd@`@j@Vr@V^Lb@Q|@Rb@^VVAXJbAfBr@xAjAzAf@q@B?JHNj@`@t@\\z@^n@X^^`Ap@vA`@n@z@bBLn@~@jCJl@Vv@ZzAPrATz@NbAt@lD?LRd@PlAJxAL`AZ~AFL^Hf@Dd@?fAs@V_@f@[v@o@X]BIZ[XIJKf@]@KCQZGz@g@t@mAPKZ?ZK`@UrAqAj@_@`@c@ZSRY`@O\\]d@UbAw@j@cA^S`@AlAcAjBeBNEbAq@dAeApA{@d@k@^[l@[r@s@f@a@PQv@i@p@]PR?BLHX?\\Qt@m@\\YLSJGp@ARF`@XR`@HCf@A@BQdAi@`ALPn@\\^BPUNg@TO\\aADc@AOK]CYo@NEM[^SP[NOBAXL^l@f@b@@d@QZa@Du@WuAU_@a@e@]IYRe@T_@XAD?d@ZjARLLADI@YU_@[?GTDZVf@Af@Sd@@Dj@`@h@NRUJ]HcAZmBFM?Iy@Q]\\', 'resource_state': 2}",FALSE,FALSE,FALSE,FALSE,everyone,FALSE,"[32.176378, -80.709751]","[32.144096, -80.754113]",,3.265,6.267,78,FALSE,FALSE,FALSE,9.5,5.8,16013546922,16013546922,stripped_garmin_ping_455502667983,FALSE,0,0,FALSE,,,,
2,"{'id': 74399432, 'resource_state': 1}",Lunch Ride,12510.3,3118,4070,6.4,Ride,Ride,10,Garmin Forerunner 55,15000742059,2025-07-02T15:01:37Z,2025-07-02T11:01:37Z,(GMT-05:00) America/New_York,-14400,,,,0,6,0,1,0,"{'id': 'a15000742059', 'summary_polyline': 'ifacEhcblNu@d@YB]O_Ay@]m@MFGLIKKAc@DMCQUq@a@QKEBYn@a@\\KZQVWpAIpAGH[Es@NEHc@|ACf@Bf@AJQB_@]IGMg@mAgAyCbBy@ZaAXi@X{@r@c@r@Sj@c@Vc@Hu@v@_@l@mAv@SdAYx@K|@GPq@f@cApAMFO?i@w@EOGEU_@]e@m@{Aw@oAsBoCeAcB_BqBOWIWu@cAeAiB[W]a@cA}AqAaBkAiBa@UcAkAWM}C}@oA?gEf@GAIESk@e@m@m@qAMq@Sm@o@mAI@oDtC]Hc@YiB}DeBgDyAoDa@q@kAkCqBiFKo@s@yA}@aDGCa@PMN[bAm@\\iBnCo@Ea@aCw@qAs@a@IKUo@OUiAY_@YOGu@m@g@w@kA}CaBsFMSgAyCc@_B]{@[m@Ms@e@eAK_@YUSWIe@DM?G]u@_@i@YWwAkC}@mCC_@]u@Kk@iAwB]Ma@k@Yu@k@iAGW?WKWOyA[_@g@cCMa@Dg@q@oCCo@Bi@j@Y`@@^KVWn@a@z@w@d@m@j@y@Ro@D{@Ao@EO_@k@Ui@]iA?{@Ty@z@q@Vy@DcAYyAc@kAg@w@AO@Eom@o}@c@_AES}@yAQg@{@cBg@o@y@{B{@}@aAqB]e@_AgCQ]KQm@c@S_@w@cCg@}@u@q@Sk@Gc@g@mAWUc@m@Qa@Mi@[k@[[kAiBwAwCuAoBeMwNaCaD_DeDO[][c@o@k@k@_AkA}FaIw@}@qDeFIc@k@g@EM[YgA}Am@g@_CkD}@}Ak@s@kAuBcAmAuBaDg@i@q@qA]c@c@w@ESDy@OmB?_@KgAgAFsAGu@k@Wk@eAwAy@uAo@{@Se@PC^P?O`@c@BU]uAM{@GeAW{@[}AQ}AK[q@cAiCwCcAyA}AmD]i@w@wBg@gAc@oAgAgBc@a@{@e@k@e@k@U_Am@cAeAw@iAi@uAS}@C]EkADy@bAuCz@uAd@gARu@Ao@KeAMmAUqAASBQV_@d@YlFcCvByA`Ay@`B}CVeAHMNANFt@r@|A|@~BxB~ErDjI|D^Rx@n@j@TNMTa@`A}B?GIOm@c@Qe@', 'resource_state': 2}",FALSE,FALSE,FALSE,FALSE,everyone,FALSE,"[32.124052, -80.789168]","[32.176777, -80.709399]",,4.012,6.733,28.4,FALSE,88.4,FALSE,FALSE,FALSE,9.7,7.2,16013544822,16013544822,stripped_garmin_ping_455502617172,FALSE,0,0,FALSE,,
