resource_state,athlete,name,distance,moving_time,elapsed_time,total_elevation_gain,type,sport_type,workout_type,id,start_date,start_date_local,timezone,utc_offset,location_city,location_state,location_country,achievement_count,kudos_count,comment_count,athlete_count,photo_count,map,trainer,commute,manual,private,visibility,flagged,gear_id,start_latlng,end_latlng,average_speed,max_speed,has_heartrate,heartrate_opt_out,display_hide_heartrate_option,upload_id,external_id,from_accepted_tag,pr_count,total_photo_count,has_kudoed,,,,,,,
2,"{'id': 60229721, 'resource_state': 1}",Pre Meet,8368.6,2444,2444,0,Run,Run,,16652140777,2025-12-04T21:52:57Z,2025-12-04T21:52:57Z,(GMT+00:00) GMT,0,,,,0,4,0,1,0,"{'id': 'a16652140777', 'summary_polyline': '', 'resource_state': 2}",FALSE,FALSE,TRUE,FALSE,everyone,FALSE,g25537727,[],,,0,FALSE,FALSE,FALSE,,,FALSE,0,0,FALSE,,,,,,,
2,"{'id': 60229721, 'resource_state': 1}",CD,1609.4,480,480,0,Run,Run,,16629027100,2025-12-02T14:37:48Z,2025-12-02T14:37:48Z,(GMT+00:00) GMT,0,,,,0,2,0,1,0,"{'id': 'a16629027100', 'summary_polyline': '', 'resource_state': 2}",FALSE,FALSE,TRUE,FALSE,everyone,FALSE,g25537727,[],,,0,FALSE,FALSE,FALSE,,,FALSE,0,0,FALSE,,,,,,,
2,"{'id': 60229721, 'resource_state': 1}",Maintenance Workout,4800,912,912,0,Run,Run,3,16628856032,2025-12-02T14:07:15Z,2025-12-02T14:07:15Z,(GMT+00:00) GMT,0,,,,0,6,0,1,0,"{'id': 'a16628856032', 'summary_polyline': '', 'resource_state': 2}",FALSE,FALSE,TRUE,FALSE,everyone,FALSE,g19351325,[],,,0,FALSE,FALSE,FALSE,,,FALSE,0,0,FALSE,,,,,,,
2,"{'id': 60229721, 'resource_state': 1}",WU,3218.7,960,960,0,Run,Run,,16628827321,2025-12-02T14:02:50Z,2025-12-02T14:02:50Z,(GMT+00:00) GMT,0,,,,0,4,0,1,0,"{'id': 'a16628827321', 'summary_polyline': '', 'resource_state': 2}",FALSE,FALSE,TRUE,FALSE,everyone,FALSE,g25537727,[],,,0,FALSE,FALSE,FALSE,,,FALSE,0,0,FALSE,,,,,,,
2,"{'id': 60229721, 'resource_state': 1}",Stride,321.9,36,36,0,Run,Run,,16619116776,2025-12-01T14:37:21Z,2025-12-01T14:37:21Z,(GMT+00:00) GMT,0,,,,0,2,0,1,0,"{'id': 'a16619116776', 'summary_polyline': '', 'resource_state': 2}",FALSE,FALSE,TRUE,FALSE,everyone,FALSE,g25537727,[],,,0,FALSE,FALSE,FALSE,,,FALSE,0,0,FALSE,,,,,,,
2,"{'id': 60229721, 'resource_state': 1}",MD Indoor 5,8046.7,2250,2250,0,Run,Run,,16619108607,2025-12-01T13:59:14Z,2025-12-01T13:59:14Z,(GMT+00:00) GMT,0,,,,0,9,0,1,0,"{'id': 'a16619108607', 'summary_polyline': '', 'resource_state': 2}",FALSE,FALSE,TRUE,FALSE,everyone,FALSE,g25537727,[],,,0,FALSE,FALSE,FALSE,,,FALSE,0,0,FALSE,,,,,,,
2,"{'id': 60229721, 'resource_state': 1}",Bike,11426.4,1800,1800,0,VirtualRide,VirtualRide,16615134971,2025-12-01T00:49:50Z,2025-12-01T00:49:50Z,(GMT+00:00) GMT,0,,,,0,3,0,1,0,"{'id': 'a16615134971', 'summary_polyline': '', 'resource_state': 2}",FALSE,FALSE,TRUE,FALSE,everyone,FALSE,,[],[],,,FALSE,FALSE,FALSE,,,FALSE,0,0,FALSE,,,,,,,,
2,"{'id': 60229721, 'resource_state': 1}",Inside,7242.1,2100,2100,0,Run,Run,,16615127834,2025-12-01T00:45:40Z,2025-12-01T00:45:40Z,(GMT+00:00) GMT,0,,,,0,3,1,1,0,"{'id': 'a16615127834', 'summary_polyline': '', 'resource_state': 2}",FALSE,FALSE,TRUE,FALSE,everyone,FALSE,g25537727,[],,,0,FALSE,FALSE,FALSE,,,FALSE,0,0,FALSE,,,,,,,
2,"{'id': 60229721, 'resource_state': 1}",20min WU~ Fartlek~ 10min CD,13768,3600,3724,45.1,Run,Run,,Strava App,16591942759,2025-11-28T14:21:14Z,2025-11-28T09:21:14Z,(GMT-05:00) America/New_York,-18000,,,,1,7,0,1,0,"{'id': 'a16591942759', 'summary_polyline': 'knyvF|rizN~@Cx@DPGAe@BO?kC@KJGXB|A?XEnADh@CfCDbD?HB@FAxAFL^XRG|BGxDGNGhA?v@G|AEfA@pGYbB?lBIR@f@ITDPGZDpEQpDCnBQdACVBpCGbDKJGRFZEBFAhAF~@Ad@FfEAr@D~@AND~AAT@jBBHBd@CPHbC@rB@FA^HtAAr@B`@DbBC\\@FVGJD@vADPC\\BN?xAF`ADDPKh@@XGf@DPGtAEJEZ@LFPGp@ELB^ILBDE\\DnCOr@@p@CnAKZD~BKTBlAERGVBd@IND`@Ax@In@c@TI`@_@l@_@VI^Wn@i@VGl@_@r@m@L?BZDFPBROVCXOz@S~@c@PAFGC@z@Ot@a@vC}@r@Yx@UL?JIRCVOnA]\\QXEPMjA[DETGHi@JOzE}AJMBYZ?TOF_@Za@Xm@dAeBFQ?GGIUK@QPQ@QJGn@iAL?f@p@BHF?LVTZ@FEF}@xAEVNFRGN@TNh@LREVSx@S\\Q`A[J?r@WfAo@x@WDEh@Md@]ZEf@WjC{@THFCDICQQSAa@_@kBEg@EGKo@CWQ_AGo@AuF@eAAiADMR?FGE]BQCoEBk@Am@BGJARHrGEfKH~@CDQIgHBULYhBUp@R^RVTj@|@FX?dAvAXfFHXE^BEQICWHc@DeAI_C?_@Ba@PFb@CPAhGEpCBPLJvAHzCO^O`@Cj@ON?JFFNDV?n@EZBxB@JFBBt@O`@BTBlAHz@?VG\\k@JQL}Ad@ILEXa@R[BSLi@Hu@C[FeA?g@KU@mCbAi@LWGm@V}@H[Lc@I]_AOUQEw@P]PKTCVMXy@DYASDkAb@_@ZmATe@PgAHYSMBg@VQAQMO@QWUMUVq@\\uAb@]NGJoAd@GAEFYDWNsA\\uDrA]FSLm@NcA^s@TO?k@VOTaARa@RgH|BeFfBaAV[Ry@PaCz@S@]TS@wAd@aA?kALqBBeA?o@DWEWHaAAgAJoBFuAA}@HwCB_CHYFe@AeAFgAAmADu@Hy@??UFk@EcB@}@GOc@Gw@?{CNY]?IDQGwA@q@AqAEIB}@GaAA}@DYGm@EiEIaFCGUMOg@As@BIEOOWOGiFJ]DcEH}@FsA?iABwALYCgCL[CWD}GNUCmAHoEHYDUCi@FuCBaCLiB@kCJUAOOASBQA[@_@CQMIgBDkEEw@Dy@EkCAQV@TBF?vAGX_@ZiA@]E', 'resource_state': 2}",FALSE,FALSE,FALSE,FALSE,everyone,FALSE,"[40.605095, -83.121498]","[40.605127, -83.121364]",,3.824,6.16,FALSE,FALSE,FALSE,305.1,291.9,17679994481,17679994481,84B9B1F0-4220-484C-92BD-9BD9D73A4440-activity.fit,FALSE,0,0,FALSE,,,
2,"{'id': 60229721, 'resource_state': 1}",Backwards MedPro,10478.6,2882,3299,34,Run,Run,,Strava App,16576817594,2025-11-26T21:29:10Z,2025-11-26T16:29:10Z,(GMT-05:00) America/Indiana/Indianapolis,-18000,,,,0,6,0,1,0,"{'id': 'a16576817594', 'summary_polyline': 'yt}yFbalfOt@@dAIfAAh@IHDFYQu@Ac@@eAE_AFeAEs@QeAU_@i@q@Q]Gc@AkBOmAEGBS\\]p@wAB]Gg@@MCiBEMWQiCJQICIBk@ESBYE[CyA?wBE}@?uBCs@FYPKFY@yAGyD?oACa@C}BBQGmBGyD@iBIaFBu@GkA?e@Ce@@aACu@BGEe@AmACOBs@CYCmBBYC[B[CQ?qACWKG]HSCOBa@CeDN{BESDUKIs@@GiAV[E}@Ri@@{@NcA?w@Fe@AMD{@?[Du@@k@A}@HKC{@Fi@AMDw@?k@DSC_AFc@?Yl@WDUI}AJ{@Ag@Fo@E]HaADyC@i@FOCu@HaAA{AJuA?mABKDEAHI?q@KEUHgA@YF{@Cg@DKWMCMQI[A]BKJOH{@Tg@JiA?gA[gBQWK]Uc@g@a@q@Ue@EMKi@Ma@UY?iAa@W?EKSI[@ODcAr@[?w@dBIBISIu@Cq@AeADo@Ik@@cADa@Cc@Be@CI@c@EkA@QEkA?{BCY?w@Gi@?e@GKQM_@Ik@D}ADsABWAMDsA?kAFKFQHG\\@NEjA@FG`@DhBERCCHO@OE[@e@EsDGEWHs@AMSc@MIUAO@uBEMc@BsEDS@IHCdAFhBA`@KJ]Ds@T]n@I^CXBv@?lBBXAp@Fr@Cb@B^DJLFbACHF?FE\\@\\@bBDt@CN@rAERDf@C`@D`@C^D^CJ@h@Fb@CR?t@DdB@bCB^?l@BVNVDb@LP`AGFDD~@?VG`@C^Ud@G@MLU\\e@pASfAy@|CC^KZC^G`@]n@GVBTVp@AFJj@Lb@CZDd@Av@D\\E^DpAAz@B`@Ah@FPCZBd@A^DbA@jB?n@GPBNC^JpAHZP`@j@l@`Ad@r@ZZNb@^VHzAz@d@ZpKxFj@Xp@Fj@MlCGz@^BDGz@F|ACn@LLh@BZGlA@xBMXBp@Ad@I|@BjAIX@TEdA?p@GJBZE^Cx@@lAGTBBRGZD|ACv@DPA`@Bd@C~@Dx@ADBPCVFr@?VE^BPAF@|@DZ@\\@VHVBnAC^D`@AfAD\\?d@Hb@^Ip@APp@f@FhAINBzCIx@Kf@?~@M\\AjFIDE^BdAGtADn@GhACpFBfCGJBREZBhDI', 'resource_state': 2}",FALSE,FALSE,FALSE,FALSE,everyone,FALSE,"[41.117622, -85.101394]","[41.11767, -85.101573]",,3.636,5.8,FALSE,FALSE,FALSE,246.6,236.2,17664580611,17664580611,312665F6-BC6D-4000-90F3-CA09EE4CDB7C-activity.fit,FALSE,0,0,FALSE,,,
2,"{'id': 60229721, 'resource_state': 1}",CD,2696.6,805,818,11.8,Run,Run,,Strava App,16562530698,2025-11-25T14:27:05Z,2025-11-25T09:27:05Z,(GMT-05:00) America/Indiana/Indianapolis,-18000,,,,0,6,0,6,0,"{'id': 'a16562530698', 'summary_polyline': 'gdczFn~kfOGBKR]XSNe@Re@@MDc@BUIE@{@IQGg@EIGUGUKOEE@SMQCUSWMEOQKCIGES[[w@IaA?QCYDkAN}AH]Hy@Hi@\\iAXo@PQL[TWXURKFKLQLUDCTgABe@Ae@Kk@Mi@?QIi@?WBg@X_ADETe@X_@PGXARBXL`An@v@XFARH^D^GNILOVu@NsAJc@B]Le@Fe@JYHG@GTMBEJCJBHGJAJDP@JDD?XJD?j@R\\F^@BDVAj@LFA^HDAJFPDPJJFFJVJRTLFBFRPHJTL@FRPHLD@NXPTXj@RVDNb@x@FBHN?DEF_A`AEL_@^GJUPQVE@STIFSR{@h@KDCDe@RQPQHWFCFKDCDc@ZSRWLQTULSTE?MJ', 'resource_state': 2}",FALSE,FALSE,FALSE,FALSE,everyone,FALSE,"[41.143642, -85.098815]","[41.143802, -85.09864]",,3.35,4.63,FALSE,FALSE,FALSE,243.4,231.5,17650084394,17650084394,0CAD72CB-CC9B-449D-8DCE-B7D2434B4B6C-activity.fit,FALSE,0,0,FALSE,,,
2,"{'id': 60229721, 'resource_state': 1}",20/10 Split Tempo @5:40,8775,1993,2042,44,Run,Run,3,Garmin Forerunner 35,16573128939,2025-11-25T13:37:45Z,2025-11-25T08:37:45Z,(GMT-05:00) America/Indiana/Indianapolis,-18000,,,,0,4,0,8,0,"{'id': 'a16573128939', 'summary_polyline': 'kcczFf}kfOu@z@]Vu@b@k@Hk@BgAMkBYg@M}@][Ue@i@Yg@Sq@KaAAm@@o@f@kDRaAVy@f@gANW`@a@v@q@RWN[Jg@Js@Aa@U{AS}@Ei@@SF_@FSTg@Xc@LONIXEXBNDz@h@nAj@f@H`@ANETSTe@t@kE\\kAVY\\K^?dCv@`Dd@TH\\PpBbB|@`AhB~Cl@p@lA~@XZRZNb@Lp@@t@A`@_@`DEVe@fB]tD_@lB[nASdAEt@?`@L`ABh@A^Kj@INSNUDUAg@KsAc@g@Uk@]cGcEgA{@SUMYKu@Oi@KOMGQFEHyArD[j@i@v@YZ{@l@WJ_@Jo@BYAiC_@qA]w@a@[]c@o@Ym@O_AGcA@Wf@yD\\gBX{@T_@j@q@f@c@d@i@Tc@Pq@Bi@Cq@M_AWqAA[@]f@_BV]TSZGN?f@N`An@~@Zh@H`@APGRQRa@d@{B^{BLc@HMPO^GV?zBr@x@N~@J`ARr@\\~ArA|@`AhB~CfC~BV\\R^TlA@j@Cj@_@rDa@~B[dDW|Ag@tBSpAAp@JhA@x@?PB@CJ@J[VQAHJIDOB[?_@Ey@WCEMEYIMAs@_@qCwByA_AuB{AWc@SeAK_@MOOGMH}@~BiAtBm@r@a@^e@ZWJuALaASsAM}AW_@Qa@Y]]c@s@Qi@EUG{@?m@De@TiAZyBXsA\\aAPWd@i@t@q@d@o@Re@Nq@?UCy@[}BCk@Bi@Lc@Zk@Za@VOVAVD\\Pp@d@dA`@XFXBXCNGTUHSNi@TkAZ}BPk@V_@TMNA`@B~Br@fAJP?n@Jt@V`@VpAfAf@h@^f@nAbC\\h@xBfB\\d@Xj@Tt@Hf@ElAMhAY`B]xAQzAGt@StASx@', 'resource_state': 2}",FALSE,FALSE,FALSE,FALSE,everyone,FALSE,"[41.143401, -85.099131]","[41.140913, -85.100516]",,4.403,5.6,FALSE,FALSE,FALSE,243.4,231.5,17660844860,17660844860,stripped_accepted_tag_from_17660583609.fit,TRUE,0,0,FALSE,,,
2,"{'id': 60229721, 'resource_state': 1}",WU,3064.9,867,867,14.7,Run,Run,,Strava App,16561938496,2025-11-25T13:13:09Z,2025-11-25T08:13:09Z,(GMT-05:00) America/Indiana/Indianapolis,-18000,,,,0,5,0,8,0,"{'id': 'a16561938496', 'summary_polyline': 'cdczFn~kfOWXQJUT]PUHmANWIWCECe@CGEOAKCK@QIYCECE?KIG@[QKCQIGKWMKMCGCACGOKEMSWI]KSMo@@YCIAo@Bs@Ha@@YDMBa@RoAJo@Pu@FIXs@T]d@g@^YBETSXc@H[L{@Ae@Os@AWKc@@QIc@@s@Jo@LUBOJSDC`@i@JGJABCF@LAJ@\\NXTXJRPD?DDl@VZ@FBHARDDAXQPUNm@RwAVcABa@Ja@Fa@FARWZKL?N@BB\\?JFDABDRFVBXLJ@DAPJPAF@J?DDXAl@LVBn@Vv@j@HL~@t@`AjANTZr@JNZl@Xb@bC|BZj@R|@Dr@KbCUhB@FIJEd@Qp@OjACp@GZCb@KZ?HIf@ELE`@ILENE^I\\ANCDKr@?bANx@?`@@FGr@M^WPOBSEOBICUKCE{Ag@', 'resource_state': 2}",FALSE,FALSE,FALSE,FALSE,everyone,FALSE,"[41.143609, -85.098827]","[41.143444, -85.098916]",,3.535,4.34,FALSE,FALSE,FALSE,243.4,231.5,17649482884,17649482884,026CA14E-5C9C-4A05-AB78-47941BA678AB-activity.fit,FALSE,0,0,FALSE,,,
2,"{'id': 60229721, 'resource_state': 1}",Strides,482.8,54,54,0,Run,Run,,16552640771,2025-11-24T14:27:33Z,2025-11-24T14:27:33Z,(GMT+00:00) GMT,0,,,,0,3,0,1,0,"{'id': 'a16552640771', 'summary_polyline': '', 'resource_state': 2}",FALSE,FALSE,TRUE,FALSE,everyone,FALSE,g25537727,[],8.941,,0,FALSE,FALSE,FALSE,,,FALSE,0,0,FALSE,,,,,,,
2,"{'id': 60229721, 'resource_state': 1}",Oh Yeah,9656.1,2880,2880,0,Run,Run,,16552637966,2025-11-24T13:39:54Z,2025-11-24T13:39:54Z,(GMT+00:00) GMT,0,,,,0,5,0,1,0,"{'id': 'a16552637966', 'summary_polyline': '', 'resource_state': 2}",FALSE,FALSE,TRUE,FALSE,everyone,FALSE,g25537727,[],3.353,,0,FALSE,FALSE,FALSE,,,FALSE,0,0,FALSE,,,,,,,
